1633165395.2413988,-1,-1,-1,-1,-1,-1
1633165395.743461,-1,-1,-1,-1,-1,-1
1633165396.194931,-1,-1,-1,-1,-1,-1
1633165396.194931,-1,-1,-1,-1,-1,-1
1633165396.194931,-1,-1,-1,-1,-1,-1
1633165396.194931,-1,-1,-1,-1,-1,-1
1633165396.194931,-1,-1,-1,-1,-1,-1
1633165396.279602,-1,-1,-1,-1,-1,-1
1633165396.279602,-1,-1,-1,-1,-1,-1
1633165396.352625,-1,-1,-1,-1,-1,-1
1633165396.371985,-1,-1,-1,-1,-1,-1
1633165396.449415,-1,-1,-1,-1,-1,-1
1633165396.5541265,-1,-1,-1,-1,-1,-1
1633165396.566459,-1,-1,-1,-1,-1,-1
1633165396.606584,-1,-1,-1,-1,-1,-1
1633165396.7563584,-1,-1,-1,-1,-1,-1
1633165396.781109,-1,-1,-1,-1,-1,-1
1633165396.856478,-1,-1,-1,-1,-1,-1
1633165396.919519,-1,-1,-1,-1,-1,-1
1633165396.978898,-1,-1,-1,-1,-1,-1
1633165397.016733,-1,-1,-1,-1,-1,-1
1633165397.076683,-1,-1,-1,-1,-1,-1
1633165397.1565335,-1,-1,-1,-1,-1,-1
1633165397.173609,-1,-1,-1,-1,-1,-1
1633165397.2571728,-1,-1,-1,-1,-1,-1
1633165397.310676,-1,-1,-1,-1,-1,-1
1633165397.389907,-1,-1,-1,-1,-1,-1
1633165397.408888,-1,-1,-1,-1,-1,-1
1633165397.5535123,-1,-1,-1,-1,-1,-1
1633165397.585133,-1,-1,-1,-1,-1,-1
1633165397.6262074,-1,-1,-1,-1,-1,-1
1633165397.683469,-1,-1,-1,-1,-1,-1
1633165397.7519343,-1,-1,-1,-1,-1,-1
1633165397.8250537,-1,-1,-1,-1,-1,-1
1633165397.88074,-1,-1,-1,-1,-1,-1
1633165397.918764,-1,-1,-1,-1,-1,-1
1633165398.0239134,-1,-1,-1,-1,-1,-1
1633165398.094587,-1,-1,-1,-1,-1,-1
1633165398.154424,-1,-1,-1,-1,-1,-1
1633165398.193047,-1,-1,-1,-1,-1,-1
1633165398.221607,-1,-1,-1,-1,-1,-1
1633165398.293713,-1,-1,-1,-1,-1,-1
1633165398.351477,-1,-1,-1,-1,-1,-1
1633165398.388736,-1,-1,-1,-1,-1,-1
1633165398.4526916,-1,-1,-1,-1,-1,-1
1633165398.58517,-1,-1,-1,-1,-1,-1
1633165398.6530285,-1,-1,-1,-1,-1,-1
1633165398.68344,-1,-1,-1,-1,-1,-1
1633165398.722348,-1,-1,-1,-1,-1,-1
1633165398.780785,-1,-1,-1,-1,-1,-1
1633165398.861118,-1,-1,-1,-1,-1,-1
1633165398.996745,-1,-1,-1,-1,-1,-1
1633165399.057692,-1,-1,-1,-1,-1,-1
1633165399.1359339,-1,-1,-1,-1,-1,-1
1633165399.153743,-1,-1,-1,-1,-1,-1
1633165399.19251,-1,-1,-1,-1,-1,-1
1633165399.252493,-1,-1,-1,-1,-1,-1
1633165399.33469,-1,-1,-1,-1,-1,-1
1633165399.388567,-1,-1,-1,-1,-1,-1
